t,phase_or_event,x,y,z,vx,vy,vz,yaw_deg,det_x,det_y,det_area,det_range,fixes,fix_res,rej,unm,cross_ev,cross_lat,cross_dz,fix_cx_sum,fix_al_sum,throttle,roll,pitch,yaw,arm,att_hz,rtt_ms,timeouts,cam_fps,vbat
12.042,ev1,0.18,8.31,1.46,-0.02,0.53,-0.77,87.6,0.197,-0.268,0.1379,6.37,52,0.58,0,248,0,0.112,1.627,-2.799,26.993,1370,1527,1523,1526,1800,33,10.7,0,60,22.83
12.142,ev1,0.18,8.37,1.33,-0.02,0.56,-0.56,87.6,0.203,-0.292,0.1405,6.32,52,0.58,0,251,0,0.112,1.627,-2.799,26.993,1355,1529,1524,1526,1800,33,10.8,0,60,22.64
12.243,ev1,0.18,8.43,1.10,-0.03,0.59,-0.17,87.6,0.206,-0.287,0.1436,6.25,52,0.58,0,253,0,0.112,1.627,-2.799,26.993,1328,1535,1522,1527,1800,33,9.9,0,60,22.61
12.345,ev1,0.17,8.49,0.72,-0.04,0.63,-1.40,87.6,0.209,-0.267,0.1460,6.29,52,0.58,0,256,0,0.112,1.627,-2.799,26.993,1416,1528,1512,1527,1800,33,12.2,0,60,22.61
12.446,ev1,0.17,8.55,0.48,-0.07,0.65,-2.26,86.6,0.198,-0.253,0.1490,6.15,52,0.58,0,258,0,0.112,1.627,-2.799,26.993,1450,1528,1505,1524,1800,33,11.4,0,60,22.99
12.546,ev1,0.16,8.62,0.32,-0.09,0.67,-2.86,86.6,0.193,-0.272,0.1514,6.12,52,0.58,0,261,0,0.112,1.627,-2.799,26.993,1450,1528,1505,1524,1800,33,10.5,0,60,23.20
12.647,ev1,0.15,8.69,0.23,-0.10,0.70,-1.71,86.6,0.191,-0.319,0.1537,6.07,52,0.58,0,263,0,0.112,1.627,-2.799,26.993,1439,1529,1506,1525,1800,33,11.0,0,60,23.20
12.747,ev1,0.14,8.76,0.37,-0.10,0.71,-1.09,86.6,0.192,-0.368,0.1560,6.02,52,0.58,0,266,0,0.112,1.627,-2.799,26.993,1395,1532,1506,1526,1800,33,12.3,0,60,23.21
12.848,ev1,0.13,8.82,0.55,-0.22,0.44,0.93,86.6,0.220,-0.436,0.1488,5.83,52,0.58,0,268,0,0.112,1.627,-2.799,26.993,1247,1513,1556,1526,1800,33,10.0,0,60,22.89
12.948,ev1,0.10,8.84,0.79,-0.28,0.21,2.32,86.6,0.207,-0.360,0.1603,5.96,52,0.58,0,271,0,0.112,1.627,-2.799,26.993,1134,1530,1613,1527,1800,33,10.4,0,60,22.89
13.049,ev1,0.07,8.87,0.01,-0.29,0.26,-4.11,86.6,0.202,-0.335,0.1641,5.92,52,0.58,0,273,0,0.112,1.627,-2.799,26.993,1450,1507,1528,1528,1800,33,12.1,0,60,22.90
13.150,ev1,-0.01,9.16,-1.05,-0.34,0.30,-5.51,86.6,0.209,-0.281,0.1646,5.99,53,0.45,0,275,0,0.112,1.627,-2.580,29.440,1250,1500,1500,1500,1800,33,10.1,0,60,23.18
13.250,ev1/lm1,-0.10,9.67,-1.69,-0.40,0.34,-6.31,86.7,0.217,-0.274,0.1669,5.84,55,0.40,0,275,0,0.112,1.627,-2.252,33.845,1250,1500,1500,1500,1800,33,10.8,0,60,23.18
13.350,ev1/lm1,0.01,10.19,-1.03,-0.40,0.37,-1.87,86.7,0.221,-0.290,0.1669,5.93,58,0.25,0,275,0,0.112,1.627,-2.300,38.840,1250,1500,1500,1500,1800,33,11.9,0,60,23.39
13.451,ev1/lm1,0.07,10.47,-0.11,-0.40,0.40,3.94,86.7,0.220,-0.343,0.1685,5.78,60,0.22,0,275,0,0.112,1.627,-2.385,41.332,1000,1500,1500,1500,1800,33,10.3,0,60,23.54
13.551,ev1,0.03,10.51,0.60,-0.42,0.29,5.52,85.7,0.207,-0.499,0.1448,5.67,60,0.22,0,278,0,0.112,1.627,-2.385,41.332,1035,1692,1757,1500,1800,33,10.8,0,60,23.54
13.652,ev1,-0.04,10.52,0.93,-0.72,0.03,6.06,85.7,0.250,-0.497,0.1497,5.32,60,0.22,0,280,0,0.112,1.627,-2.385,41.332,1035,1486,1810,1500,1800,33,11.9,0,60,23.09
13.753,ev1,-0.11,10.52,0.56,-0.74,-0.02,-0.64,85.7,0.217,-0.408,0.1614,5.66,60,0.22,0,283,0,0.112,1.627,-2.385,41.332,1364,1496,1536,1539,1800,33,10.3,0,60,23.32
13.853,ev1,-0.18,10.52,0.19,-0.76,0.01,-1.83,85.7,0.213,-0.399,0.1617,5.73,60,0.22,0,285,0,0.112,1.627,-2.385,41.332,1450,1498,1528,1541,1800,33,10.3,0,60,23.32
13.954,ev1,-0.26,10.52,0.05,-0.76,0.04,-2.51,85.7,0.220,-0.443,0.1570,5.70,60,0.22,0,288,0,0.112,1.627,-2.385,41.332,1450,1499,1528,1544,1800,33,11.8,0,60,23.51
14.054,ev1,-0.33,10.51,0.11,-0.72,-0.25,1.14,85.7,0.246,-0.524,0.1469,5.48,60,0.22,0,290,0,0.112,1.627,-2.385,41.332,1233,1476,1557,1546,1800,33,10.2,0,60,23.11
14.155,ev1,-0.40,10.47,0.23,-0.68,-0.47,1.81,85.7,0.245,-0.435,0.1598,5.67,60,0.22,0,293,0,0.112,1.627,-2.385,41.332,1182,1447,1564,1547,1800,33,10.0,0,60,23.11
14.255,ev1,-0.47,10.42,0.08,-0.68,-0.45,0.53,85.7,0.232,-0.407,0.1632,5.67,60,0.22,0,295,0,0.112,1.627,-2.385,41.332,1281,1470,1539,1549,1800,33,12.1,0,60,23.30
14.356,ev1,-0.54,10.38,-0.05,-0.69,-0.41,-0.40,85.7,0.232,-0.435,0.1587,5.76,60,0.22,0,298,0,0.112,1.627,-2.385,41.332,1250,1500,1500,1500,1800,33,12.1,0,60,23.51
14.456,ev1,-0.61,10.34,0.02,-0.70,-0.38,-0.98,86.8,0.273,-0.524,0.1496,5.46,60,0.22,0,300,0,0.112,1.627,-2.385,41.332,1391,1482,1528,1555,1800,33,9.6,0,60,23.51
14.557,ev1,-0.68,10.30,0.03,-0.71,-0.36,-1.45,89.8,0.345,-0.482,0.1592,5.21,60,0.22,0,303,0,0.112,1.627,-2.385,41.332,1425,1486,1527,1567,1800,33,17.1,0,60,23.66
14.658,ev1,-0.75,10.27,0.16,-0.61,-0.34,0.43,88.8,0.323,-0.493,0.1556,5.54,60,0.22,0,305,0,0.112,1.627,-2.385,41.332,1291,1476,1541,1565,1800,33,10.6,0,60,23.78
14.758,ev1,-0.80,10.23,0.35,-0.46,-0.35,1.18,88.8,0.308,-0.481,0.1576,5.58,60,0.22,0,308,0,0.112,1.627,-2.385,41.332,1233,1461,1548,1566,1800,33,11.1,0,60,23.78
14.859,ev1,-0.83,10.19,0.47,-0.22,-0.42,1.29,88.8,0.308,-0.481,0.1585,5.55,60,0.22,0,310,0,0.112,1.627,-2.385,41.332,1224,1527,1559,1567,1800,33,12.4,0,60,23.87
14.960,ev1,-0.85,10.15,0.54,-0.12,-0.45,1.21,88.8,0.307,-0.476,0.1580,5.59,60,0.22,0,313,0,0.112,1.627,-2.385,41.332,1231,1524,1557,1567,1800,33,10.3,0,60,23.94
15.061,ev1,-0.86,10.10,0.56,-0.07,-0.46,1.06,88.8,0.308,-0.483,0.1580,5.55,60,0.22,0,315,0,0.112,1.627,-2.385,41.332,1243,1522,1555,1567,1800,33,11.3,0,60,23.94
15.162,ev1,-0.86,10.05,0.56,-0.07,-0.46,0.91,88.8,0.307,-0.479,0.1582,5.56,60,0.22,0,318,0,0.112,1.627,-2.385,41.332,1255,1521,1552,1566,1800,33,12.6,0,60,23.99
15.262,ev1,-0.87,10.01,0.55,-0.07,-0.46,0.76,88.8,0.306,-0.478,0.1581,5.58,60,0.22,0,320,0,0.112,1.627,-2.385,41.332,1266,1520,1549,1566,1800,33,10.4,0,60,24.04
15.363,ev1,-0.88,9.96,0.54,-0.07,-0.46,0.63,88.8,0.307,-0.482,0.1580,5.56,60,0.22,0,323,0,0.112,1.627,-2.385,41.332,1277,1519,1547,1566,1800,33,11.3,0,60,24.04
15.464,ev1,-0.89,9.92,0.52,-0.07,-0.46,0.52,88.8,0.307,-0.479,0.1582,5.56,60,0.22,0,325,0,0.112,1.627,-2.385,41.332,1286,1518,1545,1566,1800,33,11.9,0,60,24.06
15.564,ev1,-0.89,9.87,0.53,-0.07,-0.46,0.45,88.8,0.307,-0.482,0.1582,5.56,60,0.22,0,328,0,0.112,1.627,-2.385,41.332,1292,1517,1544,1565,1800,33,9.7,0,60,24.09
15.666,ev1,-0.90,9.82,0.55,-0.07,-0.46,0.41,88.9,0.307,-0.479,0.1581,5.56,60,0.22,0,330,0,0.112,1.627,-2.385,41.332,1295,1517,1544,1565,1800,33,10.3,0,60,24.09
15.766,ev1,-0.91,9.78,0.56,-0.07,-0.46,0.36,87.9,0.308,-0.481,0.1583,5.55,60,0.22,0,333,0,0.112,1.627,-2.385,41.332,1299,1516,1543,1562,1800,33,11.0,0,60,24.11
15.867,ev1,-0.91,9.73,0.54,-0.07,-0.46,0.28,87.9,0.306,-0.475,0.1581,5.58,60,0.22,0,335,0,0.112,1.627,-2.385,41.332,1305,1515,1542,1561,1800,33,10.9,0,60,24.13
15.967,ev1,-0.92,9.68,0.50,-0.07,-0.46,0.18,87.9,0.307,-0.482,0.1581,5.56,60,0.22,0,338,0,0.112,1.627,-2.385,41.332,1312,1515,1541,1561,1800,33,9.8,0,60,24.13
16.067,ev1,-0.93,9.64,0.47,-0.07,-0.46,0.11,87.9,0.307,-0.479,0.1581,5.56,60,0.22,0,340,0,0.112,1.627,-2.385,41.332,1318,1514,1540,1561,1800,33,11.7,0,60,24.13
16.168,ev1,-0.94,9.59,0.45,-0.08,-0.46,0.07,87.9,0.306,-0.479,0.1582,5.59,60,0.22,0,343,0,0.112,1.627,-2.385,41.332,1321,1514,1540,1561,1800,33,10.5,0,60,24.14
16.268,ev1,-0.94,9.55,0.44,-0.08,-0.46,0.04,87.9,0.308,-0.481,0.1581,5.55,60,0.22,0,345,0,0.112,1.627,-2.385,41.332,1324,1514,1539,1561,1800,33,10.0,0,60,24.14
16.369,ev1,-0.95,9.50,0.43,-0.08,-0.46,0.02,87.9,0.306,-0.481,0.1581,5.58,60,0.22,0,348,0,0.112,1.627,-2.385,41.332,1325,1514,1539,1560,1800,33,12.4,0,60,24.14
16.470,ev1,-0.96,9.46,0.43,-0.08,-0.46,0.00,87.9,0.306,-0.478,0.1581,5.58,60,0.22,0,350,0,0.112,1.627,-2.385,41.332,1326,1530,1529,1560,1800,33,9.3,0,60,24.16
16.570,ev1,-0.97,9.41,0.42,-0.08,-0.46,-0.00,87.9,0.307,-0.482,0.1582,5.56,60,0.22,0,353,0,0.112,1.627,-2.385,41.332,1327,1529,1529,1560,1800,33,9.9,0,60,24.16
16.671,ev1,-0.98,9.36,0.42,-0.08,-0.46,-0.01,87.9,0.310,-0.483,0.1582,5.52,60,0.22,0,355,0,0.112,1.627,-2.385,41.332,1328,1529,1529,1560,1800,33,11.7,0,60,24.18
16.771,ev1,-0.98,9.32,0.42,-0.08,-0.46,-0.01,87.9,0.307,-0.482,0.1582,5.56,60,0.22,0,358,0,0.112,1.627,-2.385,41.332,1329,1529,1530,1560,1800,33,10.2,0,60,24.18
16.872,ev1,-0.99,9.27,0.42,-0.09,-0.45,-0.02,88.0,0.307,-0.479,0.1581,5.56,60,0.22,0,360,0,0.112,1.627,-2.385,41.332,1329,1528,1530,1560,1800,33,10.4,0,60,24.18
16.972,ev1,-1.00,9.23,0.42,-0.09,-0.45,-0.02,88.0,0.308,-0.481,0.1581,5.55,60,0.22,0,363,0,0.112,1.627,-2.385,41.332,1330,1528,1530,1560,1800,33,11.7,0,60,24.20
17.073,ev1,-1.01,9.18,0.42,-0.09,-0.45,-0.02,88.0,0.307,-0.479,0.1582,5.59,60,0.22,0,365,0,0.112,1.627,-2.385,41.332,1330,1527,1530,1559,1800,33,10.2,0,60,24.20
17.173,ev1,-1.02,9.14,0.42,-0.09,-0.45,-0.02,88.0,0.307,-0.479,0.1582,5.56,60,0.22,0,368,0,0.112,1.627,-2.385,41.332,1330,1527,1531,1559,1800,33,10.0,0,60,24.20
17.274,ev1,-1.03,9.09,0.46,-0.09,-0.45,0.05,88.0,0.306,-0.478,0.1582,5.58,60,0.22,0,370,0,0.112,1.627,-2.385,41.332,1326,1527,1531,1559,1800,33,12.1,0,60,24.20
17.374,ev1,-1.04,9.04,0.47,-0.09,-0.45,0.04,88.0,0.307,-0.479,0.1581,5.56,60,0.22,0,373,0,0.112,1.627,-2.385,41.332,1326,1527,1532,1559,1800,33,10.0,0,60,24.21
17.475,ev1,-1.05,9.00,0.45,-0.09,-0.45,0.01,88.0,0.306,-0.475,0.1581,5.60,60,0.22,0,375,0,0.112,1.627,-2.385,41.332,1329,1526,1531,1559,1800,33,9.9,0,60,24.21
17.575,ev1,-1.06,8.95,0.43,-0.09,-0.45,-0.01,88.0,0.307,-0.476,0.1581,5.59,60,0.22,0,378,0,0.112,1.627,-2.385,41.332,1331,1526,1531,1559,1800,33,12.3,0,60,24.21
17.676,ev1,-1.07,8.91,0.43,-0.10,-0.45,-0.03,88.0,0.309,-0.479,0.1582,5.56,60,0.22,0,380,0,0.112,1.627,-2.385,41.332,1332,1525,1532,1559,1800,33,10.0,0,60,24.21
17.776,ev1,-1.08,8.86,0.42,-0.10,-0.45,-0.03,88.0,0.307,-0.479,0.1580,5.59,60,0.22,0,383,0,0.112,1.627,-2.385,41.332,1333,1525,1532,1559,1800,33,9.7,0,60,24.21
17.877,ev1,-1.09,8.82,0.46,-0.10,-0.44,0.03,88.0,0.309,-0.482,0.1583,5.56,60,0.22,0,385,0,0.112,1.627,-2.385,41.332,1329,1525,1532,1559,1800,33,12.0,0,60,24.21
17.978,ev1,-1.10,8.77,0.47,-0.10,-0.45,0.03,88.0,0.306,-0.481,0.1581,5.58,60,0.22,0,388,0,0.112,1.627,-2.385,41.332,1329,1525,1532,1559,1800,33,8.3,0,60,24.21
18.078,ev1,-1.11,8.73,0.45,-0.10,-0.45,-0.01,88.1,0.307,-0.479,0.1583,5.56,60,0.22,0,390,0,0.112,1.627,-2.385,41.332,1332,1524,1532,1558,1800,33,10.1,0,60,24.21
18.179,ev1,-1.12,8.68,0.43,-0.10,-0.45,-0.03,88.1,0.307,-0.479,0.1582,5.56,60,0.22,0,393,0,0.112,1.627,-2.385,41.332,1334,1524,1532,1558,1800,33,12.6,0,60,24.21
18.279,ev1,-1.13,8.64,0.42,-0.10,-0.45,-0.04,88.1,0.307,-0.482,0.1582,5.56,60,0.22,0,395,0,0.112,1.627,-2.385,41.332,1335,1524,1532,1558,1800,33,11.5,0,60,24.21
18.380,ev1,-1.14,8.59,0.42,-0.11,-0.45,-0.04,88.1,0.306,-0.472,0.1581,5.60,60,0.22,0,398,0,0.112,1.627,-2.385,41.332,1336,1523,1532,1558,1800,33,10.2,0,60,24.21
18.481,ev1,-1.15,8.55,0.42,-0.11,-0.44,-0.04,88.1,0.309,-0.482,0.1581,5.56,60,0.22,0,400,0,0.112,1.627,-2.385,41.332,1336,1523,1533,1558,1800,33,12.0,0,60,24.23
18.581,ev1,-1.16,8.51,0.42,-0.11,-0.44,-0.04,88.1,0.306,-0.478,0.1582,5.58,60,0.22,0,403,0,0.112,1.627,-2.385,41.332,1336,1523,1533,1558,1800,33,11.4,0,60,24.23
