t,phase_or_event,x,y,z,vx,vy,vz,yaw_deg,det_x,det_y,det_area,det_range,fixes,fix_res,rej,unm,cross_ev,cross_lat,cross_dz,fix_cx_sum,fix_al_sum,throttle,roll,pitch,yaw,arm,att_hz,rtt_ms,timeouts,cam_fps,vbat
23.597,ev0,32.51,-37.99,-0.27,2.45,-3.26,0.06,-140.0,0.493,-0.840,0.0030,22.09,256,0.82,0,324,-1,0.000,0.000,-3.414,4.112,1331,1541,1497,1831,1800,33,12.3,0,55,24.18
23.697,ev0,32.75,-38.32,-0.24,2.45,-3.26,0.11,-140.0,0.470,-0.918,0.0020,30.92,256,0.82,0,327,-1,0.000,0.000,-3.414,4.112,1328,1541,1497,1831,1800,33,10.8,0,55,24.18
23.797,ev0,33.00,-38.64,-0.21,2.45,-3.26,0.15,-140.0,0.493,-0.840,0.0031,22.09,256,0.82,0,329,-1,0.000,0.000,-3.414,4.112,1325,1542,1497,1831,1800,33,10.2,0,55,24.18
23.898,ev0,33.24,-38.97,-0.19,2.45,-3.25,0.17,-140.0,0.469,-0.914,0.0019,31.34,256,0.82,0,332,-1,0.000,0.000,-3.414,4.112,1324,1542,1497,1831,1800,33,11.6,0,55,24.18
23.999,ev0,33.49,-39.30,-0.21,2.45,-3.25,0.13,-140.0,0.469,-0.917,0.0020,31.34,256,0.82,0,334,-1,0.000,0.000,-3.414,4.112,1327,1541,1497,1831,1800,33,9.6,0,55,24.18
24.100,ev0,33.74,-39.63,-0.23,2.44,-3.25,0.08,-139.9,0.469,-0.914,0.0021,31.34,256,0.82,0,337,-1,0.000,0.000,-3.414,4.112,1331,1541,1497,1831,1800,33,10.0,0,55,24.18
24.200,ev0,33.98,-39.95,-0.25,2.44,-3.25,0.06,-139.9,0.469,-0.917,0.0019,31.34,256,0.82,0,339,-1,0.000,0.000,-3.414,4.112,1333,1540,1497,1831,1800,33,12.3,0,55,24.18
24.301,ev0,34.23,-40.28,-0.26,2.44,-3.24,0.05,-139.9,0.470,-0.918,0.0019,30.92,256,0.82,0,342,-1,0.000,0.000,-3.414,4.112,1334,1540,1497,1831,1800,33,11.3,0,55,24.18
24.401,ev0,34.47,-40.60,-0.26,2.44,-3.24,0.06,-139.9,0.469,-0.911,0.0021,31.34,256,0.82,0,344,-1,0.000,0.000,-3.414,4.112,1334,1540,1497,1831,1800,33,9.9,0,55,24.18
24.502,ev0,34.72,-40.93,-0.22,2.44,-3.24,0.11,-139.9,0.469,-0.914,0.0018,31.34,256,0.82,0,347,-1,0.000,0.000,-3.414,4.112,1330,1541,1497,1831,1800,33,10.7,0,55,24.18
24.602,ev0,34.96,-41.25,-0.23,2.43,-3.24,0.10,-139.9,0.469,-0.911,0.0023,31.34,256,0.82,0,349,-1,0.000,0.000,-3.414,4.112,1331,1541,1497,1831,1800,33,11.3,0,55,24.20
24.702,ev0,35.21,-41.58,-0.25,2.43,-3.23,0.07,-139.9,0.492,-0.842,0.0031,22.30,256,0.82,0,352,-1,0.000,0.000,-3.414,4.112,1334,1540,1497,1831,1800,33,9.7,0,55,24.20
24.803,ev0,35.45,-41.90,-0.26,2.43,-3.23,0.05,-139.9,0.468,-0.915,0.0020,31.77,256,0.82,0,354,-1,0.000,0.000,-3.414,4.112,1335,1540,1497,1831,1800,33,10.7,0,55,24.20
24.903,ev0,35.70,-42.23,-0.26,2.43,-3.23,0.04,-139.9,0.469,-0.914,0.0018,31.34,256,0.82,0,357,-1,0.000,0.000,-3.414,4.112,1336,1540,1497,1831,1800,33,11.7,0,55,24.20
25.004,ev0,35.94,-42.55,-0.27,2.43,-3.23,0.04,-139.9,0.494,-0.844,0.0031,21.88,256,0.82,0,359,-1,0.000,0.000,-3.414,4.112,1337,1540,1497,1831,1800,33,9.4,0,55,24.20
